PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZA	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Babaei, A.; Jafari, H.; Banihashemi, S.					Jafari, Hossein/0000-0001-6807-6675; Babaei, Afshin/0000-0002-6980-9786			Numerical solution of variable order fractional nonlinear quadratic integro-differential equations based on the sixth-kind Chebyshev collocation method								JOURNAL OF COMPUTATIONAL AND APPLIED MATHEMATICS				377						112908	10.1016/j.cam.2020.112908				OCT 15 2020	2020										5	0	0	0	0	0	5			0377-0427	1879-1778		WOS:000530196900020		
J	Patnaik, Sansit; Semperlotti, Fabio								Modeling Contacts and Hysteretic Behavior in Discrete Systems Via Variable-Order Fractional Operators								JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS				15	9					091008	10.1115/1.4046831				SEP 1 2020	2020						ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC-CIE)ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC-CIE)	AUG 18-21, 2019AUG 18-21, 2019	ASME, Design Engn Div; ASME, Comp & Informat Engn DivASME, Design Engn Div; ASME, Comp & Informat Engn Div	Anaheim, CAAnaheim, CA	0	0	0	0	0	0	0			1555-1423	1555-1415		WOS:000566851000007		
J	Fang, Zhi-Wei; Sun, Hai-Wei; Wang, Hong					Sun, Hai-wei/0000-0002-5507-6083			A fast method for variable-order Caputo fractional derivative with applications to time-fractional diffusion equations								COMPUTERS & MATHEMATICS WITH APPLICATIONS				80	5			1443	1458		10.1016/j.camwa.2020.07.009				SEP 1 2020	2020										0	0	0	0	0	0	0			0898-1221	1873-7668		WOS:000557765800052		
J	Wu, Fei; Gao, Renbo; Liu, Jie; Li, Cunbao								New fractional variable-order creep model with short memory								APPLIED MATHEMATICS AND COMPUTATION				380						125278	10.1016/j.amc.2020.125278				SEP 1 2020	2020										4	0	0	0	0	0	4			0096-3003	1873-5649		WOS:000531577800011		
J	Geiger, Andreas C.; Smith, Casey J.; Takanti, Nita; Harmon, Dustin M.; Carlsen, Mark S.; Simpson, Garth J.								Anomalous Diffusion Characterization by Fourier Transform-FRAP with Patterned Illumination								BIOPHYSICAL JOURNAL				119	4			737	748		10.1016/j.bpj.2020.07.013				AUG 18 2020	2020										0	0	0	0	0	0	0			0006-3495	1542-0086		WOS:000561326000005	32771078	
J	Obembe, Abiola D.								A fractional diffusion model for single-well simulation in geological media								JOURNAL OF PETROLEUM SCIENCE AND ENGINEERING				191						107162	10.1016/j.petrol.2020.107162				AUG 2020	2020										0	0	0	0	0	0	0			0920-4105	1873-4715		WOS:000536835200003		
J	Hamid, M.; Usman, M.; Haq, R. U.; Wang, W.				HAMID, Muhammad/S-1802-2019; Usman, Muhammad/AAT-8165-2020; Haq, Rizwan/T-1707-2019	HAMID, Muhammad/0000-0002-1607-8262; Usman, Muhammad/0000-0001-7470-3567; Haq, Rizwan/0000-0002-4595-396X			A Chelyshkov polynomial based algorithm to analyze the transport dynamics and anomalous diffusion in fractional model								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				551						124227	10.1016/j.physa.2020.124227				AUG 1 2020	2020										1	0	0	0	0	0	1			0378-4371	1873-2119		WOS:000534417600046		
J	Zheng, Xiangcheng; Wang, Hong								Variable-order space-fractional diffusion equations and a variable-order modification of constant-order fractional problems								APPLICABLE ANALYSIS											10.1080/00036811.2020.1789596		JUL 2020			2020										0	0	0	0	0	0	0			0003-6811	1563-504X		WOS:000547049800001		
J	Zheng, Xiangcheng; Wang, Hong								Wellposedness and regularity of a variable-order space-time fractional diffusion equation								ANALYSIS AND APPLICATIONS				18	4			615	638		10.1142/S0219530520500013				JUL 2020	2020										0	0	0	0	0	0	0			0219-5305	1793-6861		WOS:000541486300003		
J	Zahra, Waheed K.; Abdel-Aty, Mahmoud; Abidou, Diaa				Abdel-Aty, Mahmoud/H-4358-2017	Abdel-Aty, Mahmoud/0000-0002-9058-7938; Zahra, Waheed K/0000-0002-6448-6877			A fractional model for estimating the hole geometry in the laser drilling process of thin metal sheets								CHAOS SOLITONS & FRACTALS				136						UNSP 109843	10.1016/j.chaos.2020.109843				JUL 2020	2020										0	0	0	0	0	0	0			0960-0779	1873-2887		WOS:000540925400013		
J	Giusti, Andrea				Giusti, Andrea/AAM-2040-2020	Giusti, Andrea/0000-0003-0329-2726			MOND-like fractional Laplacian theory								PHYSICAL REVIEW D				101	12					124029	10.1103/PhysRevD.101.124029				JUN 15 2020	2020										0	0	0	0	0	0	0			1550-7998	1550-2368		WOS:000540166200008		
J	Wu, Guo-Cheng; Luo, Maokang; Huang, Lan-Lan; Banerjee, Santo				Wu, Guo-Cheng/T-9088-2017	Wu, Guo-Cheng/0000-0002-1946-6770			Short memory fractional differential equations for new memristor and neural network design								NONLINEAR DYNAMICS				100	4			3611	3623		10.1007/s11071-020-05572-z		JUN 2020		JUN 2020	2020										0	0	0	0	0	0	0			0924-090X	1573-269X		WOS:000537362700001		
J	Dehestani, Haniye; Ordokhani, Yadollah; Razzaghi, Mohsen				Ordokhani, Yadollah/N-5261-2019	Ordokhani, Yadollah/0000-0002-5167-6874; Dehestani, Haniye/0000-0001-6648-5547			Modified wavelet method for solving fractional variational problems								JOURNAL OF VIBRATION AND CONTROL										UNSP 1077546320932025	10.1177/1077546320932025		JUN 2020			2020										0	0	0	0	0	0	0			1077-5463	1741-2986		WOS:000537486800001		
J	Hulianytskyi, Andrii				Hulianytskyi, Andrii/U-7873-2017				WEAK SOLVABILITY OF THE VARIABLE-ORDER SUBDIFFUSION								FRACTIONAL CALCULUS AND APPLIED ANALYSIS				23	3			920	934		10.1515/fca-2020-0047				JUN 2020	2020										0	0	0	0	0	0	0			1311-0454	1314-2224		WOS:000550984400017		
J	Carnaffan, Sean; Magdziarz, Marcin; Szczotka, Wladyslaw								Nonlinear dynamics of continuous-time random walks in inhomogeneous medium<?A3B2 show [feature]?>								CHAOS				30	6						10.1063/5.0002370				JUN 2020	2020										0	0	0	0	0	0	0			1054-1500	1089-7682		WOS:000542727700004	32611073	
J	Patnaik, Sansit; Semperlotti, Fabio								Variable-order particle dynamics: formulation and application to the simulation of edge dislocations								PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				378	2172					20190290	10.1098/rsta.2019.0290				MAY 29 2020	2020										2	0	0	0	0	0	2			1364-503X	1471-2962		WOS:000533383600007	32389086	
J	Shirkhorshidi, S. M. Reza; Rostamy, D.; Othman, W. A. M.; Awang, M. A. Omar								The arbitrary-order fractional hyperbolic nonlinear scalar conservation law								ADVANCES IN DIFFERENCE EQUATIONS				2020	1					253	10.1186/s13662-020-02697-8				MAY 29 2020	2020										0	0	0	0	0	0	0			1687-1847			WOS:000537997200001		
J	Al-Shawba, Altaf A.; Abdullah, Farah A.; Azmi, Amirah; Akbar, M. Ali								Reliable methods to study some nonlinear conformable systems in shallow water								ADVANCES IN DIFFERENCE EQUATIONS				2020	1						10.1186/s13662-020-02686-x				MAY 24 2020	2020										0	0	0	0	0	0	0			1687-1847			WOS:000537713700004		
J	Du, Ruilian; Alikhanov, Anatoly A.; Sun, Zhi-Zhong				Alikhanov, Anatoly/J-5062-2015	Alikhanov, Anatoly/0000-0003-0684-6667			Temporal second order difference schemes for the multi-dimensional variable-order time fractional sub-diffusion equations								COMPUTERS & MATHEMATICS WITH APPLICATIONS				79	10			2952	2972		10.1016/j.camwa.2020.01.003				MAY 15 2020	2020										1	0	0	0	0	0	1			0898-1221	1873-7668		WOS:000525775800013		
J	Sun, Liwei; Qiu, Han; Wu, Chuanhao; Niu, Jie; Hu, Bill X.								A review of applications of fractional advection-dispersion equations for anomalous solute transport in surface and subsurface water								WILEY INTERDISCIPLINARY REVIEWS-WATER				7	4					e1448	10.1002/wat2.1448		MAY 2020		JUL 2020	2020										0	0	0	0	0	0	0			2049-1948			WOS:000531434200001		
J	Fazli, Hossein; Sun, HongGuang; Nieto, Juan J.					Fazli, Hossein/0000-0001-7987-3776			Fractional Langevin Equation Involving Two Fractional Orders: Existence and Uniqueness Revisited								MATHEMATICS				8	5					743	10.3390/math8050743				MAY 2020	2020										1	0	0	0	0	0	1				2227-7390		WOS:000542738100090		
J	Heydari, Mohammad Hossein; Avazzadeh, Zakieh					Heydari, Mohammad Hossein/0000-0002-2169-9485			A computational method for solving two-dimensional nonlinear variable-order fractional optimal control problems								ASIAN JOURNAL OF CONTROL				22	3			1112	1126		10.1002/asjc.1986				MAY 2020	2020										14	0	0	0	0	0	14			1561-8625	1934-6093		WOS:000536497600008		
J	Meng, Ruifan; Yin, Deshun; Yang, Haixia; Xiang, Guangjian					Xiang, Guangjian/0000-0002-9932-1431			Parameter study of variable order fractional model for the strain hardening behavior of glassy polymers								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				545						123763	10.1016/j.physa.2019.123763				MAY 1 2020	2020										0	0	0	0	0	0	0			0378-4371	1873-2119		WOS:000526845600096		
J	Amagai, Kenji; Yamakawa, Motoko; Machida, Manabu; Hatano, Yuko					Hatano, Yuko/0000-0002-4906-9549			The Linear Boltzmann Equation in Column Experiments of Porous Media								TRANSPORT IN POROUS MEDIA				132	2			311	331		10.1007/s11242-020-01393-1		MAR 2020		MAR 2020	2020										0	0	0	0	0	0	0			0169-3913	1573-1634		WOS:000518346100001		
J	Patnaik, Sansit; Hollkamp, John P.; Semperlotti, Fabio					Patnaik, Sansit/0000-0001-8975-130X			Applications of variable-order fractional operators: a review								PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				476	2234					20190498	10.1098/rspa.2019.0498				FEB 26 2020	2020										9	0	0	0	0	0	9			1364-5021	1471-2946		WOS:000514437200007	32201475	
J	Jia, Jinhong; Zheng, Xiangcheng; Fu, Hongfei; Dai, Pingfei; Wang, Hong				Fu, HF/AAF-2293-2020; Jia, Jinhong/AAS-3269-2020	Fu, HF/0000-0002-8294-8086; 			A fast method for variable-order space-fractional diffusion equations								NUMERICAL ALGORITHMS											10.1007/s11075-020-00875-z		FEB 2020			2020										0	0	0	0	0	0	0			1017-1398	1572-9265		WOS:000511085300001		
J	Ahmadinia, M.; Safari, Z.					Ahmadinia, Mahdi/0000-0002-5635-9325			Analysis of local discontinuous Galerkin method for time-space fractional sine-Gordon equations								APPLIED NUMERICAL MATHEMATICS				148				1	17		10.1016/j.apnum.2019.08.003				FEB 2020	2020										3	0	0	0	0	0	3			0168-9274	1873-5460		WOS:000493220500001		
J	Zheng, Xiangcheng; Wang, Hong								Wellposedness and smoothing properties of history-state-based variable-order time-fractional diffusion equations								ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK				71	1					34	10.1007/s00033-020-1253-5				JAN 30 2020	2020										0	0	0	0	0	0	0			0044-2275	1420-9039		WOS:000514420300001		
J	Moghadam, Abolfazl Soltanpour; Arabameri, Maryam; Baleanu, Dumitru; Barfeie, Mahdiar								Numerical solution of variable fractional order advection-dispersion equation using Bernoulli wavelet method and new operational matrix of fractional order derivative								MATHEMATICAL METHODS IN THE APPLIED SCIENCES				43	7			3936	3953		10.1002/mma.6164				MAY 15 2020	2020										2	0	0	0	0	0	2			0170-4214	1099-1476		WOS:000535244500005		
J	Zheng, Xiangcheng; Wang, Hong								AN OPTIMAL-ORDER NUMERICAL APPROXIMATION TO VARIABLE-ORDER SPACE-FRACTIONAL DIFFUSION EQUATIONS ON UNIFORM OR GRADED MESHES								SIAM JOURNAL ON NUMERICAL ANALYSIS				58	1			330	352		10.1137/19M1245621				2020	2020										8	0	0	0	0	0	8			0036-1429	1095-7170		WOS:000546988000015		
J	Ganji, R. M.; Jafari, H.; Baleanu, D.				Jafari, Hossein/E-9912-2016; Ganji, Roghayeh Moallem/AAP-4615-2020	Jafari, Hossein/0000-0001-6807-6675; 			A new approach for solving multi variable orders differential equations with Mittag-Leffler kernel								CHAOS SOLITONS & FRACTALS				130						109405	10.1016/j.chaos.2019.109405				JAN 2020	2020										9	0	0	0	0	0	9			0960-0779	1873-2887		WOS:000514570600055		
B	Patnaik, Sansit; Semperlotti, Fabio			ASME					MODELING NONLINEAR OSCILLATORS VIA VARIABLE-ORDER FRACTIONAL OPERATORS								PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2019, VOL 8										UNSP V008T10A038					2020	2020						ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC-CIE)ASME International Design Engineering Technical Conferences / Computers and Information in Engineering Conference (IDETC-CIE)	AUG 18-21, 2019AUG 18-21, 2019	ASME, Design Engn Div; ASME, Comp & Informat Engn DivASME, Design Engn Div; ASME, Comp & Informat Engn Div	Anaheim, CAAnaheim, CA	0	0	0	0	0	0	0					978-0-7918-5928-5	WOS:000519338400038		
J	Wang, Hong; Zheng, Xiangcheng								Analysis and numerical solution of a nonlinear variable-order fractional differential equation								ADVANCES IN COMPUTATIONAL MATHEMATICS				45	5-6			2647	2675		10.1007/s10444-019-09690-0				DEC 2019	2019										8	0	0	0	0	0	8			1019-7168	1572-9044		WOS:000511714800016		
J	Baleanu, Dumitru; Wu, Guo-Cheng				Wu, Guo-Cheng/T-9088-2017	Wu, Guo-Cheng/0000-0002-1946-6770			SOME FURTHER RESULTS OF THE LAPLACE TRANSFORM FOR VARIABLE-ORDER FRACTIONAL DIFFERENCE EQUATIONS								FRACTIONAL CALCULUS AND APPLIED ANALYSIS				22	6			1641	1654						DEC 2019	2019										8	0	0	0	0	0	8			1311-0454	1314-2224		WOS:000508006500010		
J	Zheng, Xiangcheng; Cheng, Jin; Wang, Hong								Uniqueness of determining the variable fractional order in variable-order time-fractional diffusion equations								INVERSE PROBLEMS				35	12					125002	10.1088/1361-6420/ab3aa3				DEC 2019	2019										0	0	0	0	0	0	0			0266-5611	1361-6420		WOS:000499905400001		
J	Qureshi, Sania; Bonyah, Ebenezer; Shaikh, Asif Ali				Qureshi, Sania/R-6710-2018	Qureshi, Sania/0000-0002-7225-2309			Classical and contemporary fractional operators for modeling diarrhea transmission dynamics under real statistical data								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				535						122496	10.1016/j.physa.2019.122496				DEC 1 2019	2019										6	0	0	0	0	0	6			0378-4371	1873-2119		WOS:000498749000072		
J	Deng, Beichuan; Zhang, Zhimin; Zhao, Xuan								Superconvergence Points for the Spectral Interpolation of Riesz Fractional Derivatives								JOURNAL OF SCIENTIFIC COMPUTING				81	3	SI		1577	1601		10.1007/s10915-019-01054-6				DEC 2019	2019										0	0	0	0	0	0	0			0885-7474	1573-7691		WOS:000501505900021		
J	Qu, Peng-Fei; Zhu, Qi-Zhi; Sun, Yi-Fei				Sun, Yifei/AAE-2293-2019; Zhu, Qizhi/E-4187-2017; Zhu, Qizhi/AAN-3971-2020; Sun, Yifei/O-3092-2018	Sun, Yifei/0000-0001-8135-1467; Zhu, Qizhi/0000-0003-2749-4998; Zhu, Qizhi/0000-0003-2749-4998; Sun, Yifei/0000-0001-8135-1467			Elastoplastic modelling of mechanical behavior of rocks with fractional-order plastic flow								INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES				163						UNSP 105102	10.1016/j.ijmecsci.2019.105102				NOV 2019	2019										4	0	0	0	0	0	4			0020-7403	1879-2162		WOS:000496866200015		
J	Liu, Xiaoting; Sun, HongGuang; Zhang, Yong; Zheng, Chunmiao; Yu, Zhongbo				Zheng, Chunmiao/I-5257-2014	Zheng, Chunmiao/0000-0001-5839-1305			Simulating multi-dimensional anomalous diffusion in nonstationary media using variable-order vector fractional-derivative models with Kansa solver								ADVANCES IN WATER RESOURCES				133						UNSP 103423	10.1016/j.advwatres.2019.103423				NOV 2019	2019										1	0	0	0	0	0	1			0309-1708	1872-9657		WOS:000490423900010		
J	Sweilam, N. H.; Abou Hasan, M. M.					Abou Hasan, Muner/0000-0001-7610-6985			An Improved Method for Nonlinear Variable-Order Levy-Feller Advection-Dispersion Equation								BULLETIN OF THE MALAYSIAN MATHEMATICAL SCIENCES SOCIETY				42	6			3021	3046		10.1007/s40840-018-0644-7				NOV 2019	2019										0	0	0	0	0	0	0			0126-6705	2180-4206		WOS:000483629800005		
J	Atangana, Abdon; Shafiq, Anum				Shafiq, Anum/F-9967-2018	Shafiq, Anum/0000-0001-7186-7216			Differential and integral operators with constant fractional order and variable fractional dimension								CHAOS SOLITONS & FRACTALS				127				226	243		10.1016/j.chaos.2019.06.014				OCT 2019	2019										12	0	0	0	0	0	12			0960-0779	1873-2887		WOS:000487764300022		
J	Song, Chuan-Jing; Cheng, Yao								Conserved Quantity and Adiabatic Invariant for Hamiltonian System with Variable Order								SYMMETRY-BASEL				11	10					1270	10.3390/sym11101270				OCT 2019	2019										0	0	0	0	0	0	0				2073-8994		WOS:000495457600084		
J	Zeid, Samaneh Soradi								Approximation methods for solving fractional equations								CHAOS SOLITONS & FRACTALS				125				171	193		10.1016/j.chaos.2019.05.008				AUG 2019	2019										5	0	0	0	0	0	5			0960-0779	1873-2887		WOS:000470833400019		
J	Wu, Guo-Cheng; Deng, Zhen-Guo; Baleanu, Dumitru; Zeng, De-Qiang				Wu, Guo-Cheng/T-9088-2017	Wu, Guo-Cheng/0000-0002-1946-6770			New variable-order fractional chaotic systems for fast image encryption								CHAOS				29	8					083103	10.1063/1.5096645				AUG 2019	2019										33	3	0	0	0	0	33			1054-1500	1089-7682		WOS:000489227100013	31472503	
J	Meng, Ruifan; Yin, Deshun; Lu, Siyu; Xiang, Guangjian					Xiang, Guangjian/0000-0002-9932-1431			Variable-order fractional constitutive model for the time-dependent mechanical behavior of polymers across the glass transition								EUROPEAN PHYSICAL JOURNAL PLUS				134	8					376	10.1140/epjp/i2019-12767-x				AUG 2019	2019										1	0	0	0	0	0	1			2190-5444			WOS:000478005600002		
J	Song, C. J.; Zhang, Y.								Perturbation to Noether symmetry for fractional dynamic systems of variable order								INDIAN JOURNAL OF PHYSICS				93	8			1057	1067		10.1007/s12648-018-01362-x				AUG 2019	2019										3	1	0	0	0	0	4			0973-1458	0974-9845		WOS:000475601500010		
J	Fedotov, Sergei; Han, Daniel					Han, Daniel Seungmin/0000-0002-9088-1651			Asymptotic Behavior of the Solution of the Space Dependent Variable Order Fractional Diffusion Equation: Ultraslow Anomalous Aggregation								PHYSICAL REVIEW LETTERS				123	5					050602	10.1103/PhysRevLett.123.050602				JUL 31 2019	2019										3	0	0	0	0	0	3			0031-9007	1079-7114		WOS:000479003100003	31491294	
J	Zhang, Shuo; Liu, Lu; Cui, Xinshu					Zhang, Shuo/0000-0002-2824-618X			Robust FOPID controller design for fractional-order delay systems using positive stability region analysis								INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL				29	15	SI		5195	5212		10.1002/rnc.4667		JUL 2019		OCT 1 2019	2019										5	0	0	0	0	0	5			1049-8923	1099-1239		WOS:000478265400001		
J	Wang, Hong; Zheng, Xiangcheng								Wellposedness and regularity of the variable-order time-fractional diffusion equations								JOURNAL OF MATHEMATICAL ANALYSIS AND APPLICATIONS				475	2			1778	1802		10.1016/j.jmaa.2019.03.052				JUL 15 2019	2019										17	0	0	0	0	0	17			0022-247X	1096-0813		WOS:000465168900040		
J	Xie, Yingkang; Lu, Junwei; Wang, Zhen				Wang, Zhen/AAF-8133-2019	Wang, Zhen/0000-0001-7188-5828			Stability analysis of a fractional-order diffused prey-predator model with prey refuges								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				526						120773	10.1016/j.physa.2019.04.009				JUL 15 2019	2019										5	0	0	0	0	0	5			0378-4371	1873-2119		WOS:000474503800082		
J	Heydari, M. H.; Avazzadeh, Z.; Mahmoudi, M. R.				Mahmoudi, Mohammad Reza/AAX-4890-2020				Chebyshev cardinal wavelets for nonlinear stochastic differential equations driven with variable-order fractional Brownian motion								CHAOS SOLITONS & FRACTALS				124				105	124		10.1016/j.chaos.2019.04.040				JUL 2019	2019										12	0	0	0	0	0	12			0960-0779	1873-2887		WOS:000468742100011		
J	Agila, Adel; Baleanu, Dumitru				Baleanu, Dumitru/B-9936-2012	Baleanu, Dumitru/0000-0002-0286-7244			CONTROLLED FORCED FRACTIONAL VIBRATING SYSTEM								PROCEEDINGS OF THE ROMANIAN ACADEMY SERIES A-MATHEMATICS PHYSICS TECHNICAL SCIENCES INFORMATION SCIENCE				20	3			291	298						JUL-SEP 2019	2019										0	0	0	0	0	0	0			1454-9069			WOS:000485880200010		
J	Xu, Weiyan; Sun, Hong					Sun, Hong/0000-0002-1414-9581			A fast second-order difference scheme for the space-time fractional equation								NUMERICAL METHODS FOR PARTIAL DIFFERENTIAL EQUATIONS				35	4			1326	1342		10.1002/num.22352				JUL 2019	2019										2	0	0	0	0	0	2			0749-159X	1098-2426		WOS:000465041900002		
J	Shekari, Younes; Tayebi, Ali; Heydari, Mohammad Hossein								A meshfree approach for solving 2D variable-order fractional nonlinear diffusion-wave equation								COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING				350				154	168		10.1016/j.cma.2019.02.035				JUN 15 2019	2019										19	0	0	0	0	0	19			0045-7825	1879-2138		WOS:000468163500007		
J	Mozyrska, Dorota; Oziablo, Piotr; Wyrwas, Malgorzata				Mozyrska, Dorota/F-2803-2011; Wyrwas, Malgorzata/F-8392-2013	Mozyrska, Dorota/0000-0002-0664-4574; Wyrwas, Malgorzata/0000-0002-2003-7543			STABILITY OF FRACTIONAL VARIABLE ORDER DIFFERENCE SYSTEMS								FRACTIONAL CALCULUS AND APPLIED ANALYSIS				22	3			807	824		10.1515/fca-2019-0044				JUN 2019	2019										0	0	0	0	0	0	0			1311-0454	1314-2224		WOS:000478760500013		
J	Liu, Lu; Xue, Dingyu; Zhang, Shuo								Closed-loop time response analysis of irrational fractional-order systems with numerical Laplace transform technique								APPLIED MATHEMATICS AND COMPUTATION				350				133	152		10.1016/j.amc.2018.11.020				JUN 1 2019	2019										6	0	0	0	0	0	6			0096-3003	1873-5649		WOS:000457694300010		
J	Hassani, Hossein; Avazzadeh, Zakieh; Tenreiro Machado, Jose Antonio								Solving Two-Dimensional Variable-Order Fractional Optimal Control Problems With Transcendental Bernstein Series								JOURNAL OF COMPUTATIONAL AND NONLINEAR DYNAMICS				14	6					061001	10.1115/1.4042997				JUN 2019	2019										14	0	0	0	1	0	14			1555-1423	1555-1415		WOS:000465629400001		
J	Liu, Jianming; Li, Xinkai; Hu, Xiuling					li, xin kai/0000-0002-6281-8639			A RBF-based differential quadrature method for solving two-dimensional variable-order time fractional advection-diffusion equation								JOURNAL OF COMPUTATIONAL PHYSICS				384				222	238		10.1016/j.jcp.2018.12.043				MAY 1 2019	2019										5	0	0	0	0	0	5			0021-9991	1090-2716		WOS:000460888400012		
J	Liu, XiaoTing; Sun, HongGuang; Zhang, Yong; Fu, Zhuojia								A scale-dependent finite difference approximation for time fractional differential equation								COMPUTATIONAL MECHANICS				63	3			429	442		10.1007/s00466-018-1601-x				MAR 2019	2019										8	0	0	0	0	0	8			0178-7675	1432-0924		WOS:000460479700001		
J	Sun, Yifei; Gao, Yufeng; Chen, Cheng				Sun, Yifei/O-3092-2018; Sun, Yifei/AAE-2293-2019	Sun, Yifei/0000-0001-8135-1467; Sun, Yifei/0000-0001-8135-1467			Critical-State Fractional Model and Its Numerical Scheme for Isotropic Granular Soil Considering State Dependence								INTERNATIONAL JOURNAL OF GEOMECHANICS				19	3					04019001	10.1061/(ASCE)GM.1943-5622.0001353				MAR 2019	2019										5	1	0	0	0	0	6			1532-3641	1943-5622		WOS:000455482300005		
J	Shamseldeen, S.; Elsaid, A.; Madkour, S.				Shamseldeen, Samir/Q-3900-2018; Elsaid, Ahmed/P-1932-2018	Shamseldeen, Samir/0000-0001-7228-9120; Elsaid, Ahmed/0000-0002-8248-3119			Caputo-Riesz-Feller fractional wave equation: analytic and approximate solutions and their continuation								JOURNAL OF APPLIED MATHEMATICS AND COMPUTING				59	1-2			423	444		10.1007/s12190-018-1186-8				FEB 2019	2019										1	0	0	0	0	0	1			1598-5865	1865-2085		WOS:000463773000021		
J	Sun, HongGuang; Chang, Ailian; Zhang, Yong; Chen, Wen								A REVIEW ON VARIABLE-ORDER FRACTIONAL DIFFERENTIAL EQUATIONS: MATHEMATICAL FOUNDATIONS, PHYSICAL MODELS, NUMERICAL METHODS AND APPLICATIONS								FRACTIONAL CALCULUS AND APPLIED ANALYSIS				22	1	SI		27	59		10.1515/fca-2019-0003				FEB 2019	2019						9th International Conference on Fractional Differentiation and its Applications (ICFDA)9th International Conference on Fractional Differentiation and its Applications (ICFDA)	JUL 16-18, 2018JUL 16-18, 2018		Univ Jordan, Amman, JORDANUniv Jordan, Amman, JORDAN	25	0	0	0	0	0	25			1311-0454	1314-2224		WOS:000462023200003		
J	Heydari, Mohammad Hossein; Avazzadeh, Zakieh; Haromi, Malih Farzi					Heydari, Mohammad Hossein/0000-0002-2169-9485			A wavelet approach for solving multi-term variable-order time fractional diffusion-wave equation								APPLIED MATHEMATICS AND COMPUTATION				341				215	228		10.1016/j.amc.2018.08.034				JAN 15 2019	2019										27	0	0	0	0	0	27			0096-3003	1873-5649		WOS:000446451300015		
J	Zhou, Boya; Gu, Wei					gu, wei/0000-0003-4724-9404			Numerical Study of Some Intelligent Robot Systems Governed by the Fractional Differential Equations								IEEE ACCESS				7				138548	138555		10.1109/ACCESS.2019.2943089				2019	2019										0	0	0	0	0	0	0			2169-3536			WOS:000503083000001		
J	Li, Zhiyuan; Kian, Yavar; Soccorsi, Eric					Li, Zhiyuan/0000-0002-5961-7211			Initial-boundary value problem for distributed order time-fractional diffusion equations								ASYMPTOTIC ANALYSIS				115	1-2			95	126		10.3233/ASY-191532				2019	2019										4	0	0	0	0	0	4			0921-7134	1875-8576		WOS:000489045900005		
J	An, Jiahui; Chen, Pengyu								UNIQUENESS OF SOLUTIONS TO INITIAL VALUE PROBLEM OF FRACTIONAL DIFFERENTIAL EQUATIONS OF VARIABLE-ORDER								DYNAMIC SYSTEMS AND APPLICATIONS				28	3			607	623		10.12732/dsa.v28i3.6				2019	2019										0	0	0	0	0	0	0			1056-2176	1879-0224		WOS:000485740800006		
